0,1,0.214543829
0,2,0.028391969
0,3,0.029047387
1,1,0.275629054
1,2,0.042741998
1,3,0.043174729
2,1,0.312537263
2,2,0.086645196
2,3,0.085477884
3,1,0.871415296
3,2,0.138617823
3,3,0.148337107
4,1,1.506579426
4,2,0.766061833
4,3,0.75005503
5,1,1.563973123
5,2,0.845100622
5,3,0.805855916
6,1,0.182847994
6,2,0.02836493
6,3,0.028444193
7,1,0.250743406
7,2,0.045951078
7,3,0.045886195
8,1,1.673274762
8,2,0.899309383
8,3,0.885364854
9,1,1.991435659
9,2,1.051595036
9,3,0.987879007
10,1,0.905263374
10,2,0.169284687
10,3,0.174609642
11,1,0.942488822
11,2,0.190302079
11,3,0.181741116
12,1,1.883237441
12,2,0.815146551
12,3,0.732472656
13,1,3.348500489
13,2,1.022959978
13,3,1.027141501
14,1,1.861032292
14,2,0.707123871
14,3,0.712284506
15,1,1.626670344
15,2,0.86404628
15,3,0.864450901
16,1,3.8094273
16,2,1.738228685
16,3,1.707303466
17,1,3.734167343
17,2,1.741891559
17,3,1.721402944
18,1,6.016123759
18,2,3.141243649
18,3,3.20063156
19,1,0.420635578
19,2,0.076878054
19,3,0.084912121
20,1,16.86885
20,2,0.933527426
20,3,0.945656675
21,1,19.084907457
21,2,1.046598237
21,3,1.078007287
22,1,23.058110727
22,2,1.23865529
22,3,1.237755376
23,1,59.156864848
23,2,55.064643512
23,3,54.756778848
24,1,2.415999847
24,2,0.264329909
24,3,0.262220563
25,1,1.38202141
25,2,0.171335004
25,3,0.171570051
26,1,2.414741812
26,2,0.269042218
26,3,0.266879588
27,1,17.121130482
27,2,1.280565833
27,3,1.256364189
28,1,16.290343587
28,2,9.26471956
28,3,11.261354303
29,1,0.771040907
29,2,0.57218074
29,3,0.539241117
30,1,2.988179391
30,2,0.679175536
30,3,0.722470338
31,1,6.008521807
31,2,0.74839291
31,3,0.745908392
32,1,6.924956667
32,2,3.354971925
32,3,3.349994192
33,1,17.411429109
33,2,3.431991916
33,3,3.396639074
34,1,17.252006165
34,2,3.376346014
34,3,3.356299045
35,1,1.40380547
35,2,1.099720187
35,3,1.089306969
36,1,0.352031254
36,2,0.130530721
36,3,0.151742225
37,1,0.293446198
37,2,0.067753353
37,3,0.065658646
38,1,0.290696945
38,2,0.069602453
38,3,0.0639582
39,1,0.472304207
39,2,0.258101272
39,3,0.265844202
40,1,0.297713904
40,2,0.048743048
40,3,0.047750912
41,1,0.274213749
41,2,0.044474063
41,3,0.044284068
42,1,0.269502111
42,2,0.04586383
42,3,0.046421915
