0,1,0.189844444
0,2,0.029679056
0,3,0.02912153
1,1,0.245047623
1,2,0.045333351
1,3,0.045358192
2,1,0.294802213
2,2,0.074754739
2,3,0.074556774
3,1,1.329463431
3,2,0.112983227
3,3,0.11452378
4,1,1.678334078
4,2,0.759908132
4,3,0.773781318
5,1,1.941893338
5,2,0.777082728
5,3,0.796932907
6,1,0.192096238
6,2,0.029417189
6,3,0.028689369
7,1,0.257801012
7,2,0.049787202
7,3,0.051357985
8,1,1.857638129
8,2,0.878674227
8,3,0.861326326
9,1,2.339750262
9,2,0.982810205
9,3,0.984381928
10,1,1.299570455
10,2,0.149596106
10,3,0.152402543
11,1,1.549291073
11,2,0.170420652
11,3,0.167497073
12,1,2.007282232
12,2,0.667158715
12,3,0.673132657
13,1,4.017959927
13,2,1.162096398
13,3,1.144321765
14,1,2.052215154
14,2,0.63571516
14,3,0.625335798
15,1,1.485806028
15,2,0.86160669
15,3,0.870226494
16,1,4.006490675
16,2,1.69412544
16,3,1.69815823
17,1,3.995287802
17,2,1.692943309
17,3,1.685665441
18,1,5.890009168
18,2,3.292377352
18,3,3.2714459
19,1,0.937180126
19,2,0.06636176
19,3,0.068160829
20,1,17.461442842
20,2,0.727656863
20,3,0.725216047
21,1,19.732384488
21,2,0.799635148
21,3,0.803301477
22,1,24.820783369
22,2,1.114276945
22,3,1.078897625
23,1,21.10358857
23,2,0.973823433
23,3,1.017291415
24,1,1.063252275
24,2,0.090076979
24,3,0.088697043
25,1,2.131569137
25,2,0.139809812
25,3,0.141688753
26,1,1.267574542
26,2,0.092029252
26,3,0.095077956
27,1,17.848579846
27,2,1.05685968
27,3,1.077616844
28,1,15.735634844
28,2,9.416560875
28,3,9.350934372
29,1,0.617289658
29,2,0.424455784
29,3,0.434869207
30,1,3.392632239
30,2,0.578436852
30,3,0.585782841
31,1,6.694679873
31,2,0.670932366
31,3,0.667825471
32,1,4.533725261
32,2,3.269403283
32,3,3.249523222
33,1,17.747559741
33,2,3.312109585
33,3,3.323630399
34,1,17.782243836
34,2,3.323120607
34,3,3.334224737
35,1,1.358377425
35,2,1.117867555
35,3,1.087824089
36,1,0.353458877
36,2,0.121833458
36,3,0.128930631
37,1,0.337242948
37,2,0.062552778
37,3,0.06186502
38,1,0.303592904
38,2,0.050442109
38,3,0.050518791
39,1,0.502590247
39,2,0.173772398
39,3,0.216783436
40,1,0.308105967
40,2,0.045415813
40,3,0.044480158
41,1,0.288609018
41,2,0.043649306
41,3,0.044465917
42,1,0.296856132
42,2,0.045629919
42,3,0.044897499
