0,1,0.223907508
0,2,0.053847021
0,3,0.054793278
1,1,0.272495077
1,2,0.075186261
1,3,0.071662955
2,1,0.308563416
2,2,0.106167642
2,3,0.108418494
3,1,0.905077611
3,2,0.142057436
3,3,0.143938058
4,1,1.120335553
4,2,0.759829416
4,3,0.769149557
5,1,1.673015023
5,2,0.745538102
5,3,0.736333864
6,1,0.187534239
6,2,0.054813616
6,3,0.055498604
7,1,0.242000595
7,2,0.077695062
7,3,0.075564134
8,1,1.541749048
8,2,0.903573447
8,3,0.893787224
9,1,2.036525039
9,2,1.058349904
9,3,1.007696814
10,1,0.98128663
10,2,0.190244575
10,3,0.188656682
11,1,1.053362706
11,2,0.201990883
11,3,0.204670836
12,1,1.584113335
12,2,0.663564444
12,3,0.659791212
13,1,3.681805452
13,2,1.148585732
13,3,1.145132857
14,1,1.680293845
14,2,0.64640717
14,3,0.651778646
15,1,1.187147321
15,2,0.923960705
15,3,0.918772785
16,1,3.704942315
16,2,1.705117799
16,3,1.71849251
17,1,3.683063721
17,2,1.709393745
17,3,1.685729566
18,1,5.611074733
18,2,3.326361667
18,3,3.311932547
19,1,0.600594144
19,2,0.1035206
19,3,0.101599398
20,1,16.93279054
20,2,0.755419197
20,3,0.749836835
21,1,19.442532295
21,2,0.849457695
21,3,0.850837702
22,1,24.700536714
22,2,1.157564885
22,3,1.160440672
23,1,20.861154633
23,2,1.091404268
23,3,1.038434415
24,1,0.727065632
24,2,0.132922416
24,3,0.135534177
25,1,1.543940623
25,2,0.170626127
25,3,0.168957451
26,1,0.67969589
26,2,0.141654722
26,3,0.13786626
27,1,17.341614086
27,2,1.15199807
27,3,1.127660922
28,1,15.405630791
28,2,9.243918964
28,3,9.307929917
29,1,0.757504251
29,2,0.594338255
29,3,0.585668291
30,1,3.078815728
30,2,0.617153781
30,3,0.615975889
31,1,6.376011147
31,2,0.718684022
31,3,0.728895689
32,1,4.241203825
32,2,3.280013455
32,3,3.259680165
33,1,17.417692155
33,2,3.242647293
33,3,3.272314205
34,1,17.433476068
34,2,3.288700467
34,3,3.256706459
35,1,1.350647186
35,2,1.167448026
35,3,1.157793306
36,1,0.345567347
36,2,0.145299948
36,3,0.14392055
37,1,0.299358251
37,2,0.090820609
37,3,0.088291781
38,1,0.310502822
38,2,0.081322112
38,3,0.078294561
39,1,0.504490871
39,2,0.237205146
39,3,0.240005431
40,1,0.285362964
40,2,0.074363196
40,3,0.073296006
41,1,0.316373981
41,2,0.07305098
41,3,0.071355873
42,1,0.323876556
42,2,0.073071535
42,3,0.072958361
